gameId,fname,scene,row,engChrName,engSearchText,engHtmlText,jpnChrName,jpnSearchText,jpnHtmlText,opName,pcIconHtml,evoIconHtml
system,1,1,　,"Well, if it isn't Van! Pleasure doing business with you again.","Well, if it isn't Van! Pleasure doing business with<br/>you again.",　,あら、ヴァンじゃない。 毎度ご利用どうも。,<C1>あら、ヴァンじゃない。<br/>毎度ご利用どうも。,,
system,5,29,,Glanced through  .,Glanced through <br/>.,,リゼットが{CC_ITEM=ITEM_SELFCOOK_11}のレシピを閃いた！,<C1>リゼットが{CC_ITEM=ITEM_SELFCOOK_11}のレシピを閃いた！,,
system,5,30,,Risette learned the recipe for  !,Risette learned the recipe for <br/>!,,{CC_ITEM=ITEM_RECIPE_11}に目を通した。,<C1>{CC_ITEM=ITEM_RECIPE_11}に目を通した。,,
system,5,31,,Glanced through  .,Glanced through <br/>.,,リゼットが{CC_ITEM=ITEM_SELFCOOK_12}のレシピを閃いた！,<C1>リゼットが{CC_ITEM=ITEM_SELFCOOK_12}のレシピを閃いた！,,
system,5,32,,Risette learned the recipe for  !,Risette learned the recipe for <br/>!,,{CC_ITEM=ITEM_RECIPE_12}に目を通した。,<C1>{CC_ITEM=ITEM_RECIPE_12}に目を通した。,,
system,5,33,,Glanced through  .,Glanced through <br/>.,,カトルが{CC_ITEM=ITEM_SELFCOOK_13}のレシピを閃いた！,<C1>カトルが{CC_ITEM=ITEM_SELFCOOK_13}のレシピを閃いた！,,
system,5,34,,Quatre learned the recipe for  !,Quatre learned the recipe for <br/>!,,{CC_ITEM=ITEM_RECIPE_13}に目を通した。,<C1>{CC_ITEM=ITEM_RECIPE_13}に目を通した。,,
system,5,35,,Glanced through  .,Glanced through <br/>.,,カトルが{CC_ITEM=ITEM_SELFCOOK_14}のレシピを閃いた！,<C1>カトルが{CC_ITEM=ITEM_SELFCOOK_14}のレシピを閃いた！,,
system,5,36,,Quatre learned the recipe for  !,Quatre learned the recipe for <br/>!,,{CC_ITEM=ITEM_RECIPE_14}に目を通した。,<C1>{CC_ITEM=ITEM_RECIPE_14}に目を通した。,,
system,5,37,,Glanced through  .,Glanced through <br/>.,,ジュディスが{CC_ITEM=ITEM_SELFCOOK_15}のレシピを閃いた！,<C1>ジュディスが{CC_ITEM=ITEM_SELFCOOK_15}のレシピを閃いた！,,
system,5,38,,Judith learned the recipe for  !,Judith learned the recipe for <br/>!,,{CC_ITEM=ITEM_RECIPE_15}に目を通した。,<C1>{CC_ITEM=ITEM_RECIPE_15}に目を通した。,,
system,5,39,,Glanced through  .,Glanced through <br/>.,,ジュディスが{CC_ITEM=ITEM_SELFCOOK_16}のレシピを閃いた！,<C1>ジュディスが{CC_ITEM=ITEM_SELFCOOK_16}のレシピを閃いた！,,
system,5,40,,Judith learned the recipe for  !,Judith learned the recipe for <br/>!,,{CC_ITEM=ITEM_RECIPE_16}に目を通した。,<C1>{CC_ITEM=ITEM_RECIPE_16}に目を通した。,,
system,5,41,,Glanced through  .,Glanced through <br/>.,,ベルガルドが{CC_ITEM=ITEM_SELFCOOK_17}のレシピを閃いた！,<C1>ベルガルドが{CC_ITEM=ITEM_SELFCOOK_17}のレシピを閃いた！,,
system,5,42,,Bergard learned the recipe for  !,Bergard learned the recipe for <br/>!,,{CC_ITEM=ITEM_RECIPE_17}に目を通した。,<C1>{CC_ITEM=ITEM_RECIPE_17}に目を通した。,,
system,5,43,,Glanced through  .,Glanced through <br/>.,,ベルガルドが{CC_ITEM=ITEM_SELFCOOK_18}のレシピを閃いた！,<C1>ベルガルドが{CC_ITEM=ITEM_SELFCOOK_18}のレシピを閃いた！,,
system,6,44,,Bergard learned the recipe for  !,Bergard learned the recipe for <br/>!,,メアがヴァンと同調したことで新たなタイプ ＜{CC_ITEM=ITEM_HOLLOWCORE_MARE_LAW}＞を入手した。,メアがヴァンと同調したことで新たなタイプ<br/>＜{CC_ITEM=ITEM_HOLLOWCORE_MARE_LAW}＞を入手した。,,
system,6,45,,Obtained   through Mare and Van's synchronization.,Obtained <br/> through Mare and Van's synchronization.,,メアがヴァンと同調したことで新たなタイプ ＜{CC_ITEM=ITEM_HOLLOWCORE_MARE_GRAY}＞を入手した。,メアがヴァンと同調したことで新たなタイプ<br/>＜{CC_ITEM=ITEM_HOLLOWCORE_MARE_GRAY}＞を入手した。,,
system,6,46,,Obtained   through Mare and Van's synchronization.,Obtained <br/> through Mare and Van's synchronization.,,メアがヴァンと同調したことで新たなタイプ ＜{CC_ITEM=ITEM_HOLLOWCORE_MARE_CHAOS}＞を入手した。,メアがヴァンと同調したことで新たなタイプ<br/>＜{CC_ITEM=ITEM_HOLLOWCORE_MARE_CHAOS}＞を入手した。,,
system,7,47,　,Obtained   through Mare and Van's synchronization.,Obtained <br/> through Mare and Van's synchronization.,　,掲示板には様々なことが書かれてある。,<C1>掲示板には様々なことが書かれてある。,,
system,7,48,Van,Notes and requests are strewn across the bulletin board.,Notes and requests are strewn across the<br/>bulletin board.,ヴァン,……特にめぼしい情報（ネタ）はねえな。,……特にめぼしい情報（ネタ）はねえな。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
system,7,49,　,...Doesn't look like there's any good info here.,...Doesn't look like there's any good info here.,　,掲示板には様々なことが書かれてある。,<C1>掲示板には様々なことが書かれてある。,,
system,7,50,Van,Notes and requests are strewn across the bulletin board.,Notes and requests are strewn across the<br/>bulletin board.,ヴァン,──４ｓｐｇなら回収済みだ。,──４ｓｐｇなら回収済みだ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
system,7,51,　,We've already got all the 4SPGs here.,We've already got all the 4SPGs here.,　,４ｓｐｇが来ているようだ。,<C1>４ｓｐｇが来ているようだ。,,
system,7,52,Van,Looks like we got a 4SPG.,Looks like we got a 4SPG.,ヴァン,（こいつは…………）,（こいつは…………）,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
system,7,53,Van,(Wait...),(Wait...),ヴァン,……とにかく、全部目を通すか。,……とにかく、全部目を通すか。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
system,7,54,Van,"Anyway, let me have a look.","Anyway, let me have a look.",ヴァン,まだあるみてえだな。,まだあるみてえだな。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
system,7,55,Van,Looks like there's more.,Looks like there's more.,ヴァン,……こいつで最後か。,……こいつで最後か。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
system,8,56,,This is the last one.,This is the last one.,,４ｓｐｇを全て片付けたことで ストックタイムが１追加された。,<C1>４ｓｐｇを全て片付けたことで<br/>ストックタイムが１追加された。,,
